region,total,date
Агинский Бурятский округ (Забайкальский край),37,13149
Агинский Бурятский округ (Забайкальский край),40,13180
Агинский Бурятский округ (Забайкальский край),42,13208
Агинский Бурятский округ (Забайкальский край),56,13239
Агинский Бурятский округ (Забайкальский край),19,13269
Агинский Бурятский округ (Забайкальский край),50,13300
Агинский Бурятский округ (Забайкальский край),81,13330
Агинский Бурятский округ (Забайкальский край),113,13361
Агинский Бурятский округ (Забайкальский край),72,13392
Агинский Бурятский округ (Забайкальский край),92,13422
Агинский Бурятский округ (Забайкальский край),60,13453
Агинский Бурятский округ (Забайкальский край),53,13483
Агинский Бурятский округ (Забайкальский край),42,13514
Агинский Бурятский округ (Забайкальский край),51,13545
Агинский Бурятский округ (Забайкальский край),58,13573
Агинский Бурятский округ (Забайкальский край),64,13604
Агинский Бурятский округ (Забайкальский край),21,13634
Агинский Бурятский округ (Забайкальский край),63,13665
Агинский Бурятский округ (Забайкальский край),86,13695
Агинский Бурятский округ (Забайкальский край),94,13726
Агинский Бурятский округ (Забайкальский край),74,13757
Агинский Бурятский округ (Забайкальский край),107,13787
Агинский Бурятский округ (Забайкальский край),89,13818
Агинский Бурятский округ (Забайкальский край),58,13848
Агинский Бурятский округ (Забайкальский край),46,13879
Агинский Бурятский округ (Забайкальский край),51,13910
Агинский Бурятский округ (Забайкальский край),52,13939
Агинский Бурятский округ (Забайкальский край),68,13970
Агинский Бурятский округ (Забайкальский край),15,14000
Агинский Бурятский округ (Забайкальский край),73,14031
Агинский Бурятский округ (Забайкальский край),99,14061
Агинский Бурятский округ (Забайкальский край),92,14092
Агинский Бурятский округ (Забайкальский край),72,14123
Агинский Бурятский округ (Забайкальский край),89,14153
Агинский Бурятский округ (Забайкальский край),69,14184
Агинский Бурятский округ (Забайкальский край),64,14214
Агинский Бурятский округ (Забайкальский край),30,14245
Агинский Бурятский округ (Забайкальский край),49,14276
Агинский Бурятский округ (Забайкальский край),37,14304
Агинский Бурятский округ (Забайкальский край),53,14335
Агинский Бурятский округ (Забайкальский край),19,14365
Агинский Бурятский округ (Забайкальский край),71,14396
Агинский Бурятский округ (Забайкальский край),96,14426
Агинский Бурятский округ (Забайкальский край),97,14457
Агинский Бурятский округ (Забайкальский край),61,14488
Агинский Бурятский округ (Забайкальский край),61,14518
Агинский Бурятский округ (Забайкальский край),61,14549
Агинский Бурятский округ (Забайкальский край),62,14579
Агинский Бурятский округ (Забайкальский край),44,14610
Агинский Бурятский округ (Забайкальский край),45,14641
Агинский Бурятский округ (Забайкальский край),46,14669
Агинский Бурятский округ (Забайкальский край),47,14700
Агинский Бурятский округ (Забайкальский край),6,14730
Агинский Бурятский округ (Забайкальский край),71,14761
Агинский Бурятский округ (Забайкальский край),82,14791
Агинский Бурятский округ (Забайкальский край),92,14822
Агинский Бурятский округ (Забайкальский край),64,14853
Агинский Бурятский округ (Забайкальский край),66,14883
Агинский Бурятский округ (Забайкальский край),55,14914
Агинский Бурятский округ (Забайкальский край),50,14944
Агинский Бурятский округ (Забайкальский край),,14975
Агинский Бурятский округ (Забайкальский край),,15006
Агинский Бурятский округ (Забайкальский край),,15034
Агинский Бурятский округ (Забайкальский край),,15065
Агинский Бурятский округ (Забайкальский край),,15095
Агинский Бурятский округ (Забайкальский край),,15126
Агинский Бурятский округ (Забайкальский край),,15156
Агинский Бурятский округ (Забайкальский край),,15187
Агинский Бурятский округ (Забайкальский край),,15218
Агинский Бурятский округ (Забайкальский край),,15248
Агинский Бурятский округ (Забайкальский край),,15279
Агинский Бурятский округ (Забайкальский край),,15309
Агинский Бурятский округ (Забайкальский край),,15340
Агинский Бурятский округ (Забайкальский край),,15371
Агинский Бурятский округ (Забайкальский край),,15400
Агинский Бурятский округ (Забайкальский край),,15431
Агинский Бурятский округ (Забайкальский край),,15461
Агинский Бурятский округ (Забайкальский край),,15492
Агинский Бурятский округ (Забайкальский край),,15522
Агинский Бурятский округ (Забайкальский край),,15553
Агинский Бурятский округ (Забайкальский край),,15584
Агинский Бурятский округ (Забайкальский край),,15614
Агинский Бурятский округ (Забайкальский край),,15645
Агинский Бурятский округ (Забайкальский край),,15675
Агинский Бурятский округ (Забайкальский край),,15706
Агинский Бурятский округ (Забайкальский край),,15737
Агинский Бурятский округ (Забайкальский край),,15765
Агинский Бурятский округ (Забайкальский край),,15796
Агинский Бурятский округ (Забайкальский край),,15826
Агинский Бурятский округ (Забайкальский край),,15857
Агинский Бурятский округ (Забайкальский край),,15887
Агинский Бурятский округ (Забайкальский край),,15918
Агинский Бурятский округ (Забайкальский край),,15949
Агинский Бурятский округ (Забайкальский край),,15979
Агинский Бурятский округ (Забайкальский край),,16010
Агинский Бурятский округ (Забайкальский край),,16040
Агинский Бурятский округ (Забайкальский край),,16071
Агинский Бурятский округ (Забайкальский край),,16102
Агинский Бурятский округ (Забайкальский край),,16130
Агинский Бурятский округ (Забайкальский край),,16161
Агинский Бурятский округ (Забайкальский край),,16191
Агинский Бурятский округ (Забайкальский край),,16222
Агинский Бурятский округ (Забайкальский край),,16252
Агинский Бурятский округ (Забайкальский край),,16283
Агинский Бурятский округ (Забайкальский край),,16314
Агинский Бурятский округ (Забайкальский край),,16344
Агинский Бурятский округ (Забайкальский край),,16375
Агинский Бурятский округ (Забайкальский край),,16405
Агинский Бурятский округ (Забайкальский край),,16436
Агинский Бурятский округ (Забайкальский край),,16467
Агинский Бурятский округ (Забайкальский край),,16495
Агинский Бурятский округ (Забайкальский край),,16526
Агинский Бурятский округ (Забайкальский край),,16556
Агинский Бурятский округ (Забайкальский край),,16587
Агинский Бурятский округ (Забайкальский край),,16617
Агинский Бурятский округ (Забайкальский край),,16648
Агинский Бурятский округ (Забайкальский край),,16679
Агинский Бурятский округ (Забайкальский край),,16709
Агинский Бурятский округ (Забайкальский край),,16740
Агинский Бурятский округ (Забайкальский край),,16770
Агинский Бурятский округ (Забайкальский край),,16801
Агинский Бурятский округ (Забайкальский край),,16832
Агинский Бурятский округ (Забайкальский край),,16861
Агинский Бурятский округ (Забайкальский край),,16892
Агинский Бурятский округ (Забайкальский край),,16922
Агинский Бурятский округ (Забайкальский край),,16953
Агинский Бурятский округ (Забайкальский край),,16983
Агинский Бурятский округ (Забайкальский край),,17014
Агинский Бурятский округ (Забайкальский край),,17045
Агинский Бурятский округ (Забайкальский край),,17075
Агинский Бурятский округ (Забайкальский край),,17106
Агинский Бурятский округ (Забайкальский край),,17136
Агинский Бурятский округ (Забайкальский край),,17167
Агинский Бурятский округ (Забайкальский край),,17198
Агинский Бурятский округ (Забайкальский край),,17226
Агинский Бурятский округ (Забайкальский край),,17257
Агинский Бурятский округ (Забайкальский край),,17287
Агинский Бурятский округ (Забайкальский край),,17318
Агинский Бурятский округ (Забайкальский край),,17348
Агинский Бурятский округ (Забайкальский край),,17379
Агинский Бурятский округ (Забайкальский край),,17410
Агинский Бурятский округ (Забайкальский край),,17440
Агинский Бурятский округ (Забайкальский край),,17471
Агинский Бурятский округ (Забайкальский край),,17501
Агинский Бурятский округ (Забайкальский край),,17532
Агинский Бурятский округ (Забайкальский край),,17563
Агинский Бурятский округ (Забайкальский край),,17591
Агинский Бурятский округ (Забайкальский край),,17622
Агинский Бурятский округ (Забайкальский край),,17652
Агинский Бурятский округ (Забайкальский край),,17683
Агинский Бурятский округ (Забайкальский край),,17713
Агинский Бурятский округ (Забайкальский край),,17744
Агинский Бурятский округ (Забайкальский край),,17775
Агинский Бурятский округ (Забайкальский край),,17805
Агинский Бурятский округ (Забайкальский край),,17836
Агинский Бурятский округ (Забайкальский край),,17866
Агинский Бурятский округ (Забайкальский край),,17897
Агинский Бурятский округ (Забайкальский край),,17928
Агинский Бурятский округ (Забайкальский край),,17956
Агинский Бурятский округ (Забайкальский край),,17987
Агинский Бурятский округ (Забайкальский край),,18017
Агинский Бурятский округ (Забайкальский край),,18048
Агинский Бурятский округ (Забайкальский край),,18078
Агинский Бурятский округ (Забайкальский край),,18109
Агинский Бурятский округ (Забайкальский край),,18140
Агинский Бурятский округ (Забайкальский край),,18170
Агинский Бурятский округ (Забайкальский край),,18201
Агинский Бурятский округ (Забайкальский край),,18231
Агинский Бурятский округ (Забайкальский край),,18262
Агинский Бурятский округ (Забайкальский край),,18293
Агинский Бурятский округ (Забайкальский край),,18322
Агинский Бурятский округ (Забайкальский край),,18353
Агинский Бурятский округ (Забайкальский край),,18383
Агинский Бурятский округ (Забайкальский край),,18414
Агинский Бурятский округ (Забайкальский край),,18444
Агинский Бурятский округ (Забайкальский край),,18475
Агинский Бурятский округ (Забайкальский край),,18506
Агинский Бурятский округ (Забайкальский край),,18536
Агинский Бурятский округ (Забайкальский край),,18567
Агинский Бурятский округ (Забайкальский край),,18597
Агинский Бурятский округ (Забайкальский край),,18628
Агинский Бурятский округ (Забайкальский край),,18659
Агинский Бурятский округ (Забайкальский край),,18687
Агинский Бурятский округ (Забайкальский край),,18718
Агинский Бурятский округ (Забайкальский край),,18748
Агинский Бурятский округ (Забайкальский край),,18779
Агинский Бурятский округ (Забайкальский край),,18809
Агинский Бурятский округ (Забайкальский край),,18840
Агинский Бурятский округ (Забайкальский край),,18871
Агинский Бурятский округ (Забайкальский край),,18901
Агинский Бурятский округ (Забайкальский край),,18932
Агинский Бурятский округ (Забайкальский край),,18962
Агинский Бурятский округ (Забайкальский край),,18993
Агинский Бурятский округ (Забайкальский край),,19024
Агинский Бурятский округ (Забайкальский край),,19052
Агинский Бурятский округ (Забайкальский край),,19083
Агинский Бурятский округ (Забайкальский край),,19113
Агинский Бурятский округ (Забайкальский край),,19144
Агинский Бурятский округ (Забайкальский край),,19174
Агинский Бурятский округ (Забайкальский край),,19205
Агинский Бурятский округ (Забайкальский край),,19236
Агинский Бурятский округ (Забайкальский край),,19266
Агинский Бурятский округ (Забайкальский край),,19297
Агинский Бурятский округ (Забайкальский край),,19327
Агинский Бурятский округ (Забайкальский край),,19358
Агинский Бурятский округ (Забайкальский край),,19389
Агинский Бурятский округ (Забайкальский край),,19417
Агинский Бурятский округ (Забайкальский край),,19448
Агинский Бурятский округ (Забайкальский край),,19478
Агинский Бурятский округ (Забайкальский край),,19509
Агинский Бурятский округ (Забайкальский край),,19539
Агинский Бурятский округ (Забайкальский край),,19570
Агинский Бурятский округ (Забайкальский край),,19601
Агинский Бурятский округ (Забайкальский край),,19631
Агинский Бурятский округ (Забайкальский край),,19662
Агинский Бурятский округ (Забайкальский край),,19692
Агинский Бурятский округ (Забайкальский край),,19723
Агинский Бурятский округ (Забайкальский край),,19754
Агинский Бурятский округ (Забайкальский край),,19783
Агинский Бурятский округ (Забайкальский край),,19814
Агинский Бурятский округ (Забайкальский край),,19844
Агинский Бурятский округ (Забайкальский край),,19875
Агинский Бурятский округ (Забайкальский край),,19905
Агинский Бурятский округ (Забайкальский край),,19936
Агинский Бурятский округ (Забайкальский край),,19967
Агинский Бурятский округ (Забайкальский край),,19997
Агинский Бурятский округ (Забайкальский край),,20028
Агинский Бурятский округ (Забайкальский край),,20058
Алтайский край,953,13149
Алтайский край,1007,13180
Алтайский край,1311,13208
Алтайский край,1554,13239
Алтайский край,562,13269
Алтайский край,1900,13300
Алтайский край,2338,13330
Алтайский край,3034,13361
Алтайский край,2460,13392
Алтайский край,1762,13422
Алтайский край,1411,13453
Алтайский край,1554,13483
Алтайский край,1069,13514
Алтайский край,1221,13545
Алтайский край,1330,13573
Алтайский край,1774,13604
Алтайский край,609,13634
Алтайский край,2107,13665
Алтайский край,2708,13695
Алтайский край,3272,13726
Алтайский край,2483,13757
Алтайский край,1825,13787
Алтайский край,1721,13818
Алтайский край,1940,13848
Алтайский край,1006,13879
Алтайский край,1224,13910
Алтайский край,1611,13939
Алтайский край,1389,13970
Алтайский край,879,14000
Алтайский край,2117,14031
Алтайский край,2234,14061
Алтайский край,3949,14092
Алтайский край,2061,14123
Алтайский край,1725,14153
Алтайский край,1513,14184
Алтайский край,1138,14214
Алтайский край,1091,14245
Алтайский край,1371,14276
Алтайский край,1214,14304
Алтайский край,1671,14335
Алтайский край,748,14365
Алтайский край,1982,14396
Алтайский край,2495,14426
Алтайский край,3219,14457
Алтайский край,2243,14488
Алтайский край,2059,14518
Алтайский край,1459,14549
Алтайский край,1451,14579
Алтайский край,1039,14610
Алтайский край,1095,14641
Алтайский край,1072,14669
Алтайский край,1915,14700
Алтайский край,645,14730
Алтайский край,2010,14761
Алтайский край,2919,14791
Алтайский край,3005,14822
Алтайский край,2303,14853
Алтайский край,2036,14883
Алтайский край,1438,14914
Алтайский край,1515,14944
Алтайский край,868,14975
Алтайский край,1063,15006
Алтайский край,1337,15034
Алтайский край,1540,15065
Алтайский край,610,15095
Алтайский край,2142,15126
Алтайский край,2968,15156
Алтайский край,3085,15187
Алтайский край,2581,15218
Алтайский край,2008,15248
Алтайский край,1789,15279
Алтайский край,1765,15309
Алтайский край,919,15340
Алтайский край,1079,15371
Алтайский край,1340,15400
Алтайский край,1698,15431
Алтайский край,692,15461
Алтайский край,2474,15492
Алтайский край,2678,15522
Алтайский край,3331,15553
Алтайский край,2458,15584
Алтайский край,1624,15614
Алтайский край,1412,15645
Алтайский край,1638,15675
Алтайский край,809,15706
Алтайский край,1043,15737
Алтайский край,1500,15765
Алтайский край,1274,15796
Алтайский край,696,15826
Алтайский край,2345,15857
Алтайский край,2574,15887
Алтайский край,3327,15918
Алтайский край,2276,15949
Алтайский край,1626,15979
Алтайский край,1434,16010
Алтайский край,1367,16040
Алтайский край,935,16071
Алтайский край,1115,16102
Алтайский край,1098,16130
Алтайский край,1391,16161
Алтайский край,697,16191
Алтайский край,1977,16222
Алтайский край,2390,16252
Алтайский край,3018,16283
Алтайский край,1945,16314
Алтайский край,1529,16344
Алтайский край,1168,16375
Алтайский край,1213,16405
Алтайский край,781,16436
Алтайский край,934,16467
Алтайский край,787,16495
Алтайский край,1164,16526
Алтайский край,551,16556
Алтайский край,1715,16587
Алтайский край,2255,16617
Алтайский край,2566,16648
Алтайский край,1810,16679
Алтайский край,1321,16709
Алтайский край,1013,16740
Алтайский край,1312,16770
Алтайский край,699,16801
Алтайский край,799,16832
Алтайский край,899,16861
Алтайский край,960,16892
Алтайский край,546,16922
Алтайский край,1646,16953
Алтайский край,2349,16983
Алтайский край,2058,17014
Алтайский край,1529,17045
Алтайский край,1125,17075
Алтайский край,910,17106
Алтайский край,936,17136
Алтайский край,692,17167
Алтайский край,895,17198
Алтайский край,882,17226
Алтайский край,1068,17257
Алтайский край,535,17287
Алтайский край,1682,17318
Алтайский край,2405,17348
Алтайский край,2166,17379
Алтайский край,1776,17410
Алтайский край,1023,17440
Алтайский край,942,17471
Алтайский край,1205,17501
Алтайский край,684,17532
Алтайский край,709,17563
Алтайский край,863,17591
Алтайский край,1017,17622
Алтайский край,513,17652
Алтайский край,1620,17683
Алтайский край,1811,17713
Алтайский край,2385,17744
Алтайский край,1518,17775
Алтайский край,644,17805
Алтайский край,664,17836
Алтайский край,793,17866
Алтайский край,590,17897
Алтайский край,645,17928
Алтайский край,899,17956
Алтайский край,825,17987
Алтайский край,527,18017
Алтайский край,1560,18048
Алтайский край,1778,18078
Алтайский край,2192,18109
Алтайский край,1420,18140
Алтайский край,1102,18170
Алтайский край,985,18201
Алтайский край,983,18231
Алтайский край,560,18262
Алтайский край,851,18293
Алтайский край,736,18322
Алтайский край,314,18353
Алтайский край,189,18383
Алтайский край,1255,18414
Алтайский край,1678,18444
Алтайский край,1941,18475
Алтайский край,1419,18506
Алтайский край,1050,18536
Алтайский край,767,18567
Алтайский край,828,18597
Алтайский край,675,18628
Алтайский край,728,18659
Алтайский край,849,18687
Алтайский край,865,18718
Алтайский край,527,18748
Алтайский край,1485,18779
Алтайский край,1912,18809
Алтайский край,1798,18840
Алтайский край,1554,18871
Алтайский край,1117,18901
Алтайский край,793,18932
Алтайский край,950,18962
Алтайский край,633,18993
Алтайский край,858,19024
Алтайский край,728,19052
Алтайский край,899,19083
Алтайский край,466,19113
Алтайский край,1470,19144
Алтайский край,1962,19174
Алтайский край,1879,19205
Алтайский край,2361,19236
Алтайский край,1702,19266
Алтайский край,1501,19297
Алтайский край,1201,19327
Алтайский край,598,19358
Алтайский край,644,19389
Алтайский край,899,19417
Алтайский край,872,19448
Алтайский край,637,19478
Алтайский край,1674,19509
Алтайский край,1868,19539
Алтайский край,1942,19570
Алтайский край,1614,19601
Алтайский край,1040,19631
Алтайский край,961,19662
Алтайский край,1156,19692
Алтайский край,635,19723
Алтайский край,711,19754
Алтайский край,867,19783
Алтайский край,1053,19814
Алтайский край,776,19844
Алтайский край,1492,19875
Алтайский край,1744,19905
Алтайский край,2008,19936
Алтайский край,1486,19967
Алтайский край,1110,19997
Алтайский край,,20028
Алтайский край,,20058
Амурская область,317,13149
Амурская область,442,13180
Амурская область,613,13208
Амурская область,604,13239
Амурская область,218,13269
Амурская область,688,13300
Амурская область,756,13330
Амурская область,982,13361
Амурская область,808,13392
Амурская область,580,13422
Амурская область,527,13453
Амурская область,536,13483
Амурская область,377,13514
Амурская область,481,13545
Амурская область,534,13573
Амурская область,652,13604
Амурская область,254,13634
Амурская область,748,13665
Амурская область,844,13695
Амурская область,982,13726
Амурская область,858,13757
Амурская область,603,13787
Амурская область,601,13818
Амурская область,695,13848
Амурская область,389,13879
Амурская область,460,13910
Амурская область,585,13939
Амурская область,608,13970
Амурская область,239,14000
Амурская область,746,14031
Амурская область,822,14061
Амурская область,1087,14092
Амурская область,732,14123
Амурская область,602,14153
Амурская область,557,14184
Амурская область,532,14214
Амурская область,400,14245
Амурская область,541,14276
Амурская область,553,14304
Амурская область,712,14335
Амурская область,243,14365
Амурская область,793,14396
Амурская область,878,14426
Амурская область,1023,14457
Амурская область,930,14488
Амурская область,676,14518
Амурская область,551,14549
Амурская область,664,14579
Амурская область,393,14610
Амурская область,462,14641
Амурская область,519,14669
Амурская область,754,14700
Амурская область,249,14730
Амурская область,829,14761
Амурская область,996,14791
Амурская область,935,14822
Амурская область,854,14853
Амурская область,707,14883
Амурская область,546,14914
Амурская область,603,14944
Амурская область,356,14975
Амурская область,486,15006
Амурская область,592,15034
Амурская область,629,15065
Амурская область,281,15095
Амурская область,856,15126
Амурская область,986,15156
Амурская область,1080,15187
Амурская область,876,15218
Амурская область,679,15248
Амурская область,702,15279
Амурская область,735,15309
Амурская область,365,15340
Амурская область,507,15371
Амурская область,552,15400
Амурская область,636,15431
Амурская область,257,15461
Амурская область,839,15492
Амурская область,827,15522
Амурская область,984,15553
Амурская область,805,15584
Амурская область,612,15614
Амурская область,560,15645
Амурская область,705,15675
Амурская область,355,15706
Амурская область,437,15737
Амурская область,572,15765
Амурская область,545,15796
Амурская область,264,15826
Амурская область,830,15857
Амурская область,871,15887
Амурская область,996,15918
Амурская область,780,15949
Амурская область,620,15979
Амурская область,527,16010
Амурская область,599,16040
Амурская область,380,16071
Амурская область,494,16102
Амурская область,470,16130
Амурская область,580,16161
Амурская область,297,16191
Амурская область,807,16222
Амурская область,845,16252
Амурская область,870,16283
Амурская область,713,16314
Амурская область,597,16344
Амурская область,493,16375
Амурская область,554,16405
Амурская область,309,16436
Амурская область,417,16467
Амурская область,426,16495
Амурская область,586,16526
Амурская область,200,16556
Амурская область,614,16587
Амурская область,752,16617
Амурская область,841,16648
Амурская область,703,16679
Амурская область,531,16709
Амурская область,413,16740
Амурская область,579,16770
Амурская область,278,16801
Амурская область,355,16832
Амурская область,409,16861
Амурская область,397,16892
Амурская область,235,16922
Амурская область,706,16953
Амурская область,739,16983
Амурская область,753,17014
Амурская область,617,17045
Амурская область,481,17075
Амурская область,382,17106
Амурская область,450,17136
Амурская область,315,17167
Амурская область,387,17198
Амурская область,416,17226
Амурская область,468,17257
Амурская область,233,17287
Амурская область,616,17318
Амурская область,827,17348
Амурская область,769,17379
Амурская область,676,17410
Амурская область,420,17440
Амурская область,436,17471
Амурская область,554,17501
Амурская область,298,17532
Амурская область,391,17563
Амурская область,368,17591
Амурская область,515,17622
Амурская область,182,17652
Амурская область,643,17683
Амурская область,646,17713
Амурская область,900,17744
Амурская область,579,17775
Амурская область,408,17805
Амурская область,363,17836
Амурская область,451,17866
Амурская область,264,17897
Амурская область,184,17928
Амурская область,392,17956
Амурская область,432,17987
Амурская область,205,18017
Амурская область,686,18048
Амурская область,678,18078
Амурская область,706,18109
Амурская область,565,18140
Амурская область,455,18170
Амурская область,479,18201
Амурская область,577,18231
Амурская область,268,18262
Амурская область,504,18293
Амурская область,346,18322
Амурская область,328,18353
Амурская область,138,18383
Амурская область,468,18414
Амурская область,595,18444
Амурская область,695,18475
Амурская область,518,18506
Амурская область,432,18536
Амурская область,337,18567
Амурская область,406,18597
Амурская область,319,18628
Амурская область,336,18659
Амурская область,379,18687
Амурская область,399,18718
Амурская область,251,18748
Амурская область,578,18779
Амурская область,707,18809
Амурская область,658,18840
Амурская область,599,18871
Амурская область,458,18901
Амурская область,326,18932
Амурская область,449,18962
Амурская область,232,18993
Амурская область,417,19024
Амурская область,384,19052
Амурская область,398,19083
Амурская область,227,19113
Амурская область,612,19144
Амурская область,748,19174
Амурская область,655,19205
Амурская область,1660,19236
Амурская область,1021,19266
Амурская область,711,19297
Амурская область,489,19327
Амурская область,263,19358
Амурская область,295,19389
Амурская область,429,19417
Амурская область,440,19448
Амурская область,278,19478
Амурская область,632,19509
Амурская область,727,19539
Амурская область,729,19570
Амурская область,652,19601
Амурская область,452,19631
Амурская область,464,19662
Амурская область,503,19692
Амурская область,323,19723
Амурская область,397,19754
Амурская область,384,19783
Амурская область,502,19814
Амурская область,348,19844
Амурская область,559,19875
Амурская область,675,19905
Амурская область,720,19936
Амурская область,543,19967
Амурская область,487,19997
Амурская область,,20028
Амурская область,,20058
Архангельская область,492,13149
Архангельская область,567,13180
Архангельская область,737,13208
Архангельская область,756,13239
Архангельская область,280,13269
Архангельская область,982,13300
Архангельская область,1162,13330
Архангельская область,1286,13361
Архангельская область,1167,13392
Архангельская область,755,13422
Архангельская область,777,13453
Архангельская область,843,13483
Архангельская область,507,13514
Архангельская область,615,13545
Архангельская область,783,13573
Архангельская область,833,13604
Архангельская область,297,13634
Архангельская область,1110,13665
Архангельская область,1306,13695
Архангельская область,1371,13726
Архангельская область,1190,13757
Архангельская область,791,13787
Архангельская область,989,13818
Архангельская область,1502,13848
Архангельская область,476,13879
Архангельская область,563,13910
Архангельская область,814,13939
Архангельская область,674,13970
Архангельская область,411,14000
Архангельская область,979,14031
Архангельская область,1047,14061
Архангельская область,1620,14092
Архангельская область,1080,14123
Архангельская область,721,14153
Архангельская область,855,14184
Архангельская область,794,14214
Архангельская область,569,14245
Архангельская область,789,14276
Архангельская область,740,14304
Архангельская область,879,14335
Архангельская область,351,14365
Архангельская область,1036,14396
Архангельская область,1210,14426
Архангельская область,1393,14457
Архангельская область,1083,14488
Архангельская область,959,14518
Архангельская область,761,14549
Архангельская область,819,14579
Архангельская область,590,14610
Архангельская область,701,14641
Архангельская область,746,14669
Архангельская область,973,14700
Архангельская область,345,14730
Архангельская область,1092,14761
Архангельская область,1474,14791
Архангельская область,1362,14822
Архангельская область,1118,14853
Архангельская область,944,14883
Архангельская область,742,14914
Архангельская область,841,14944
Архангельская область,478,14975
Архангельская область,694,15006
Архангельская область,779,15034
Архангельская область,818,15065
Архангельская область,317,15095
Архангельская область,1181,15126
Архангельская область,1535,15156
Архангельская область,1521,15187
Архангельская область,1247,15218
Архангельская область,914,15248
Архангельская область,1064,15279
Архангельская область,1329,15309
Архангельская область,449,15340
Архангельская область,562,15371
Архангельская область,665,15400
Архангельская область,695,15431
Архангельская область,314,15461
Архангельская область,1133,15492
Архангельская область,1240,15522
Архангельская область,1340,15553
Архангельская область,1060,15584
Архангельская область,783,15614
Архангельская область,673,15645
Архангельская область,847,15675
Архангельская область,480,15706
Архангельская область,617,15737
Архангельская область,863,15765
Архангельская область,637,15796
Архангельская область,328,15826
Архангельская область,1121,15857
Архангельская область,1313,15887
Архангельская область,1413,15918
Архангельская область,1019,15949
Архангельская область,751,15979
Архангельская область,762,16010
Архангельская область,768,16040
Архангельская область,488,16071
Архангельская область,738,16102
Архангельская область,724,16130
Архангельская область,737,16161
Архангельская область,378,16191
Архангельская область,1093,16222
Архангельская область,1261,16252
Архангельская область,1346,16283
Архангельская область,961,16314
Архангельская область,741,16344
