region,total,date
Дальневосточный федеральный округ (с 03.11.2018),,17257
Дальневосточный федеральный округ (с 03.11.2018),,17287
Дальневосточный федеральный округ (с 03.11.2018),,17318
Дальневосточный федеральный округ (с 03.11.2018),,17348
Дальневосточный федеральный округ (с 03.11.2018),,17379
Дальневосточный федеральный округ (с 03.11.2018),,17410
Дальневосточный федеральный округ (с 03.11.2018),,17440
Дальневосточный федеральный округ (с 03.11.2018),,17471
Дальневосточный федеральный округ (с 03.11.2018),,17501
Дальневосточный федеральный округ (с 03.11.2018),,17532
Дальневосточный федеральный округ (с 03.11.2018),,17563
Дальневосточный федеральный округ (с 03.11.2018),,17591
Дальневосточный федеральный округ (с 03.11.2018),,17622
Дальневосточный федеральный округ (с 03.11.2018),,17652
Дальневосточный федеральный округ (с 03.11.2018),,17683
Дальневосточный федеральный округ (с 03.11.2018),,17713
Дальневосточный федеральный округ (с 03.11.2018),,17744
Дальневосточный федеральный округ (с 03.11.2018),,17775
Дальневосточный федеральный округ (с 03.11.2018),,17805
Дальневосточный федеральный округ (с 03.11.2018),3361,17836
Дальневосточный федеральный округ (с 03.11.2018),3514,17866
Дальневосточный федеральный округ (с 03.11.2018),2852,17897
Дальневосточный федеральный округ (с 03.11.2018),3135,17928
Дальневосточный федеральный округ (с 03.11.2018),4476,17956
Дальневосточный федеральный округ (с 03.11.2018),4543,17987
Дальневосточный федеральный округ (с 03.11.2018),2284,18017
Дальневосточный федеральный округ (с 03.11.2018),5982,18048
Дальневосточный федеральный округ (с 03.11.2018),6118,18078
Дальневосточный федеральный округ (с 03.11.2018),7085,18109
Дальневосточный федеральный округ (с 03.11.2018),5859,18140
Дальневосточный федеральный округ (с 03.11.2018),5173,18170
Дальневосточный федеральный округ (с 03.11.2018),5236,18201
Дальневосточный федеральный округ (с 03.11.2018),5350,18231
Дальневосточный федеральный округ (с 03.11.2018),2772,18262
Дальневосточный федеральный округ (с 03.11.2018),4346,18293
Дальневосточный федеральный округ (с 03.11.2018),3730,18322
Дальневосточный федеральный округ (с 03.11.2018),2636,18353
Дальневосточный федеральный округ (с 03.11.2018),1144,18383
Дальневосточный федеральный округ (с 03.11.2018),3930,18414
Дальневосточный федеральный округ (с 03.11.2018),5179,18444
Дальневосточный федеральный округ (с 03.11.2018),6072,18475
Дальневосточный федеральный округ (с 03.11.2018),5134,18506
Дальневосточный федеральный округ (с 03.11.2018),5204,18536
Дальневосточный федеральный округ (с 03.11.2018),3494,18567
Дальневосточный федеральный округ (с 03.11.2018),3599,18597
Дальневосточный федеральный округ (с 03.11.2018),2884,18628
Дальневосточный федеральный округ (с 03.11.2018),3275,18659
Дальневосточный федеральный округ (с 03.11.2018),4169,18687
Дальневосточный федеральный округ (с 03.11.2018),4384,18718
Дальневосточный федеральный округ (с 03.11.2018),2502,18748
Дальневосточный федеральный округ (с 03.11.2018),5422,18779
Дальневосточный федеральный округ (с 03.11.2018),6368,18809
Дальневосточный федеральный округ (с 03.11.2018),6168,18840
Дальневосточный федеральный округ (с 03.11.2018),5622,18871
Дальневосточный федеральный округ (с 03.11.2018),5340,18901
Дальневосточный федеральный округ (с 03.11.2018),3854,18932
Дальневосточный федеральный округ (с 03.11.2018),4354,18962
Дальневосточный федеральный округ (с 03.11.2018),2646,18993
Дальневосточный федеральный округ (с 03.11.2018),3728,19024
Дальневосточный федеральный округ (с 03.11.2018),3927,19052
Дальневосточный федеральный округ (с 03.11.2018),4319,19083
Дальневосточный федеральный округ (с 03.11.2018),2438,19113
Дальневосточный федеральный округ (с 03.11.2018),5258,19144
Дальневосточный федеральный округ (с 03.11.2018),6474,19174
Дальневосточный федеральный округ (с 03.11.2018),5969,19205
Дальневосточный федеральный округ (с 03.11.2018),12531,19236
Дальневосточный федеральный округ (с 03.11.2018),10641,19266
Дальневосточный федеральный округ (с 03.11.2018),6604,19297
Дальневосточный федеральный округ (с 03.11.2018),5551,19327
Дальневосточный федеральный округ (с 03.11.2018),3108,19358
Дальневосточный федеральный округ (с 03.11.2018),3110,19389
Дальневосточный федеральный округ (с 03.11.2018),4751,19417
Дальневосточный федеральный округ (с 03.11.2018),4114,19448
Дальневосточный федеральный округ (с 03.11.2018),2750,19478
Дальневосточный федеральный округ (с 03.11.2018),6096,19509
Дальневосточный федеральный округ (с 03.11.2018),6426,19539
Дальневосточный федеральный округ (с 03.11.2018),6615,19570
Дальневосточный федеральный округ (с 03.11.2018),6344,19601
Дальневосточный федеральный округ (с 03.11.2018),4923,19631
Дальневосточный федеральный округ (с 03.11.2018),4631,19662
Дальневосточный федеральный округ (с 03.11.2018),5270,19692
Дальневосточный федеральный округ (с 03.11.2018),3065,19723
Дальневосточный федеральный округ (с 03.11.2018),3359,19754
Дальневосточный федеральный округ (с 03.11.2018),4202,19783
Дальневосточный федеральный округ (с 03.11.2018),4602,19814
Дальневосточный федеральный округ (с 03.11.2018),3293,19844
Дальневосточный федеральный округ (с 03.11.2018),5477,19875
Дальневосточный федеральный округ (с 03.11.2018),5795,19905
Дальневосточный федеральный округ (с 03.11.2018),6723,19936
Дальневосточный федеральный округ (с 03.11.2018),5369,19967
Дальневосточный федеральный округ (с 03.11.2018),4879,19997
Дальневосточный федеральный округ (с 03.11.2018),,20028
Дальневосточный федеральный округ (с 03.11.2018),,20058
Еврейская автономная область,78,13149
Еврейская автономная область,67,13180
Еврейская автономная область,119,13208
Еврейская автономная область,114,13239
Еврейская автономная область,50,13269
Еврейская автономная область,171,13300
Еврейская автономная область,128,13330
Еврейская автономная область,199,13361
Еврейская автономная область,169,13392
Еврейская автономная область,169,13422
Еврейская автономная область,110,13453
Еврейская автономная область,107,13483
Еврейская автономная область,50,13514
Еврейская автономная область,76,13545
Еврейская автономная область,136,13573
Еврейская автономная область,130,13604
Еврейская автономная область,42,13634
Еврейская автономная область,148,13665
Еврейская автономная область,159,13695
Еврейская автономная область,208,13726
Еврейская автономная область,165,13757
Еврейская автономная область,166,13787
Еврейская автономная область,122,13818
Еврейская автономная область,116,13848
Еврейская автономная область,76,13879
Еврейская автономная область,100,13910
Еврейская автономная область,105,13939
Еврейская автономная область,160,13970
Еврейская автономная область,58,14000
Еврейская автономная область,152,14031
Еврейская автономная область,150,14061
Еврейская автономная область,250,14092
Еврейская автономная область,158,14123
Еврейская автономная область,132,14153
Еврейская автономная область,125,14184
Еврейская автономная область,106,14214
Еврейская автономная область,79,14245
Еврейская автономная область,82,14276
Еврейская автономная область,88,14304
Еврейская автономная область,118,14335
Еврейская автономная область,59,14365
Еврейская автономная область,167,14396
Еврейская автономная область,165,14426
Еврейская автономная область,183,14457
Еврейская автономная область,154,14488
Еврейская автономная область,126,14518
Еврейская автономная область,97,14549
Еврейская автономная область,111,14579
Еврейская автономная область,79,14610
Еврейская автономная область,106,14641
Еврейская автономная область,94,14669
Еврейская автономная область,162,14700
Еврейская автономная область,50,14730
Еврейская автономная область,136,14761
Еврейская автономная область,180,14791
Еврейская автономная область,173,14822
Еврейская автономная область,191,14853
Еврейская автономная область,169,14883
Еврейская автономная область,94,14914
Еврейская автономная область,127,14944
Еврейская автономная область,61,14975
Еврейская автономная область,79,15006
Еврейская автономная область,109,15034
Еврейская автономная область,132,15065
Еврейская автономная область,49,15095
Еврейская автономная область,135,15126
Еврейская автономная область,175,15156
Еврейская автономная область,190,15187
Еврейская автономная область,198,15218
Еврейская автономная область,147,15248
Еврейская автономная область,117,15279
Еврейская автономная область,117,15309
Еврейская автономная область,65,15340
Еврейская автономная область,99,15371
Еврейская автономная область,103,15400
Еврейская автономная область,124,15431
Еврейская автономная область,49,15461
Еврейская автономная область,166,15492
Еврейская автономная область,144,15522
Еврейская автономная область,207,15553
Еврейская автономная область,156,15584
Еврейская автономная область,127,15614
Еврейская автономная область,112,15645
Еврейская автономная область,117,15675
Еврейская автономная область,74,15706
Еврейская автономная область,85,15737
Еврейская автономная область,121,15765
Еврейская автономная область,106,15796
Еврейская автономная область,54,15826
Еврейская автономная область,143,15857
Еврейская автономная область,149,15887
Еврейская автономная область,174,15918
Еврейская автономная область,144,15949
Еврейская автономная область,133,15979
Еврейская автономная область,117,16010
Еврейская автономная область,125,16040
Еврейская автономная область,68,16071
Еврейская автономная область,84,16102
Еврейская автономная область,92,16130
Еврейская автономная область,121,16161
Еврейская автономная область,62,16191
Еврейская автономная область,135,16222
Еврейская автономная область,129,16252
Еврейская автономная область,192,16283
Еврейская автономная область,120,16314
Еврейская автономная область,133,16344
Еврейская автономная область,79,16375
Еврейская автономная область,119,16405
Еврейская автономная область,74,16436
Еврейская автономная область,77,16467
Еврейская автономная область,86,16495
Еврейская автономная область,116,16526
Еврейская автономная область,42,16556
Еврейская автономная область,125,16587
Еврейская автономная область,136,16617
Еврейская автономная область,163,16648
Еврейская автономная область,161,16679
Еврейская автономная область,124,16709
Еврейская автономная область,92,16740
Еврейская автономная область,133,16770
Еврейская автономная область,58,16801
Еврейская автономная область,71,16832
Еврейская автономная область,98,16861
Еврейская автономная область,111,16892
Еврейская автономная область,54,16922
Еврейская автономная область,128,16953
Еврейская автономная область,128,16983
Еврейская автономная область,149,17014
Еврейская автономная область,142,17045
Еврейская автономная область,97,17075
Еврейская автономная область,93,17106
Еврейская автономная область,97,17136
Еврейская автономная область,64,17167
Еврейская автономная область,84,17198
Еврейская автономная область,104,17226
Еврейская автономная область,112,17257
Еврейская автономная область,36,17287
Еврейская автономная область,135,17318
Еврейская автономная область,149,17348
Еврейская автономная область,124,17379
Еврейская автономная область,142,17410
Еврейская автономная область,103,17440
Еврейская автономная область,99,17471
Еврейская автономная область,111,17501
Еврейская автономная область,59,17532
Еврейская автономная область,58,17563
Еврейская автономная область,77,17591
Еврейская автономная область,87,17622
Еврейская автономная область,45,17652
Еврейская автономная область,109,17683
Еврейская автономная область,97,17713
Еврейская автономная область,148,17744
Еврейская автономная область,99,17775
Еврейская автономная область,61,17805
Еврейская автономная область,64,17836
Еврейская автономная область,58,17866
Еврейская автономная область,54,17897
Еврейская автономная область,53,17928
Еврейская автономная область,87,17956
Еврейская автономная область,94,17987
Еврейская автономная область,33,18017
Еврейская автономная область,103,18048
Еврейская автономная область,91,18078
Еврейская автономная область,130,18109
Еврейская автономная область,113,18140
Еврейская автономная область,79,18170
Еврейская автономная область,74,18201
Еврейская автономная область,92,18231
Еврейская автономная область,58,18262
Еврейская автономная область,79,18293
Еврейская автономная область,76,18322
Еврейская автономная область,59,18353
Еврейская автономная область,25,18383
Еврейская автономная область,81,18414
Еврейская автономная область,104,18444
Еврейская автономная область,119,18475
Еврейская автономная область,104,18506
Еврейская автономная область,97,18536
Еврейская автономная область,79,18567
Еврейская автономная область,92,18597
Еврейская автономная область,53,18628
Еврейская автономная область,53,18659
Еврейская автономная область,64,18687
Еврейская автономная область,80,18718
Еврейская автономная область,40,18748
Еврейская автономная область,106,18779
Еврейская автономная область,96,18809
Еврейская автономная область,108,18840
Еврейская автономная область,78,18871
Еврейская автономная область,88,18901
Еврейская автономная область,59,18932
Еврейская автономная область,63,18962
Еврейская автономная область,53,18993
Еврейская автономная область,81,19024
Еврейская автономная область,63,19052
Еврейская автономная область,83,19083
Еврейская автономная область,51,19113
Еврейская автономная область,92,19144
Еврейская автономная область,112,19174
Еврейская автономная область,103,19205
Еврейская автономная область,262,19236
Еврейская автономная область,179,19266
Еврейская автономная область,151,19297
Еврейская автономная область,115,19327
Еврейская автономная область,56,19358
Еврейская автономная область,59,19389
Еврейская автономная область,77,19417
Еврейская автономная область,88,19448
Еврейская автономная область,64,19478
Еврейская автономная область,137,19509
Еврейская автономная область,110,19539
Еврейская автономная область,139,19570
Еврейская автономная область,119,19601
Еврейская автономная область,103,19631
Еврейская автономная область,74,19662
Еврейская автономная область,85,19692
Еврейская автономная область,57,19723
Еврейская автономная область,64,19754
Еврейская автономная область,96,19783
Еврейская автономная область,100,19814
Еврейская автономная область,67,19844
Еврейская автономная область,122,19875
Еврейская автономная область,105,19905
Еврейская автономная область,124,19936
Еврейская автономная область,55,19967
Еврейская автономная область,106,19997
Еврейская автономная область,,20028
Еврейская автономная область,,20058
Забайкальский край,512,13149
Забайкальский край,564,13180
Забайкальский край,715,13208
Забайкальский край,901,13239
Забайкальский край,257,13269
Забайкальский край,854,13300
Забайкальский край,1047,13330
Забайкальский край,1150,13361
Забайкальский край,1019,13392
Забайкальский край,847,13422
Забайкальский край,758,13453
Забайкальский край,850,13483
Забайкальский край,536,13514
Забайкальский край,490,13545
Забайкальский край,913,13573
Забайкальский край,993,13604
Забайкальский край,276,13634
Забайкальский край,1017,13665
Забайкальский край,1130,13695
Забайкальский край,1187,13726
Забайкальский край,964,13757
Забайкальский край,881,13787
Забайкальский край,985,13818
Забайкальский край,1259,13848
Забайкальский край,492,13879
Забайкальский край,561,13910
Забайкальский край,778,13939
Забайкальский край,892,13970
Забайкальский край,306,14000
Забайкальский край,886,14031
Забайкальский край,1094,14061
Забайкальский край,1359,14092
Забайкальский край,864,14123
Забайкальский край,841,14153
Забайкальский край,735,14184
Забайкальский край,734,14214
Забайкальский край,554,14245
Забайкальский край,669,14276
Забайкальский край,722,14304
Забайкальский край,895,14335
Забайкальский край,336,14365
Забайкальский край,1025,14396
Забайкальский край,1140,14426
Забайкальский край,1204,14457
Забайкальский край,987,14488
Забайкальский край,860,14518
Забайкальский край,780,14549
Забайкальский край,909,14579
Забайкальский край,546,14610
Забайкальский край,625,14641
Забайкальский край,689,14669
Забайкальский край,977,14700
Забайкальский край,267,14730
Забайкальский край,1019,14761
Забайкальский край,1214,14791
Забайкальский край,1212,14822
Забайкальский край,962,14853
Забайкальский край,896,14883
Забайкальский край,805,14914
Забайкальский край,829,14944
Забайкальский край,538,14975
Забайкальский край,610,15006
Забайкальский край,780,15034
Забайкальский край,964,15065
Забайкальский край,282,15095
Забайкальский край,1028,15126
Забайкальский край,1221,15156
Забайкальский край,1225,15187
Забайкальский край,1002,15218
Забайкальский край,910,15248
Забайкальский край,1046,15279
Забайкальский край,1212,15309
Забайкальский край,494,15340
Забайкальский край,586,15371
Забайкальский край,657,15400
Забайкальский край,788,15431
Забайкальский край,329,15461
Забайкальский край,950,15492
Забайкальский край,1134,15522
Забайкальский край,1184,15553
Забайкальский край,928,15584
Забайкальский край,806,15614
Забайкальский край,746,15645
Забайкальский край,768,15675
Забайкальский край,504,15706
Забайкальский край,592,15737
Забайкальский край,827,15765
Забайкальский край,774,15796
Забайкальский край,304,15826
Забайкальский край,1005,15857
Забайкальский край,1185,15887
Забайкальский край,1253,15918
Забайкальский край,931,15949
Забайкальский край,850,15979
Забайкальский край,775,16010
Забайкальский край,768,16040
Забайкальский край,542,16071
Забайкальский край,646,16102
Забайкальский край,667,16130
Забайкальский край,802,16161
Забайкальский край,315,16191
Забайкальский край,969,16222
Забайкальский край,1110,16252
Забайкальский край,1170,16283
Забайкальский край,844,16314
Забайкальский край,881,16344
Забайкальский край,691,16375
Забайкальский край,848,16405
Забайкальский край,498,16436
Забайкальский край,565,16467
Забайкальский край,580,16495
Забайкальский край,713,16526
Забайкальский край,255,16556
Забайкальский край,849,16587
Забайкальский край,1084,16617
Забайкальский край,944,16648
Забайкальский край,759,16679
Забайкальский край,798,16709
Забайкальский край,657,16740
Забайкальский край,951,16770
Забайкальский край,372,16801
Забайкальский край,457,16832
Забайкальский край,618,16861
Забайкальский край,572,16892
Забайкальский край,257,16922
Забайкальский край,768,16953
Забайкальский край,937,16983
Забайкальский край,863,17014
Забайкальский край,714,17045
Забайкальский край,621,17075
Забайкальский край,517,17106
Забайкальский край,522,17136
Забайкальский край,496,17167
Забайкальский край,503,17198
Забайкальский край,668,17226
Забайкальский край,655,17257
Забайкальский край,245,17287
Забайкальский край,913,17318
Забайкальский край,1001,17348
Забайкальский край,915,17379
Забайкальский край,787,17410
Забайкальский край,585,17440
Забайкальский край,602,17471
Забайкальский край,634,17501
Забайкальский край,436,17532
Забайкальский край,405,17563
Забайкальский край,514,17591
Забайкальский край,621,17622
Забайкальский край,268,17652
Забайкальский край,590,17683
Забайкальский край,832,17713
Забайкальский край,893,17744
Забайкальский край,661,17775
Забайкальский край,610,17805
Забайкальский край,607,17836
Забайкальский край,553,17866
Забайкальский край,396,17897
Забайкальский край,414,17928
Забайкальский край,508,17956
Забайкальский край,597,17987
Забайкальский край,249,18017
Забайкальский край,751,18048
Забайкальский край,890,18078
Забайкальский край,856,18109
Забайкальский край,665,18140
Забайкальский край,586,18170
Забайкальский край,649,18201
Забайкальский край,795,18231
Забайкальский край,368,18262
Забайкальский край,458,18293
Забайкальский край,463,18322
Забайкальский край,291,18353
Забайкальский край,118,18383
Забайкальский край,492,18414
Забайкальский край,692,18444
Забайкальский край,734,18475
Забайкальский край,606,18506
Забайкальский край,554,18536
Забайкальский край,351,18567
Забайкальский край,352,18597
Забайкальский край,378,18628
Забайкальский край,437,18659
Забайкальский край,581,18687
Забайкальский край,603,18718
Забайкальский край,260,18748
Забайкальский край,740,18779
Забайкальский край,799,18809
Забайкальский край,738,18840
Забайкальский край,631,18871
Забайкальский край,557,18901
Забайкальский край,504,18932
Забайкальский край,536,18962
Забайкальский край,348,18993
Забайкальский край,393,19024
Забайкальский край,443,19052
Забайкальский край,520,19083
Забайкальский край,257,19113
Забайкальский край,633,19144
Забайкальский край,812,19174
Забайкальский край,746,19205
Забайкальский край,1551,19236
Забайкальский край,1383,19266
Забайкальский край,849,19297
Забайкальский край,687,19327
Забайкальский край,420,19358
Забайкальский край,376,19389
Забайкальский край,650,19417
Забайкальский край,549,19448
Забайкальский край,321,19478
Забайкальский край,798,19509
Забайкальский край,836,19539
Забайкальский край,918,19570
Забайкальский край,741,19601
Забайкальский край,590,19631
Забайкальский край,581,19662
Забайкальский край,764,19692
Забайкальский край,413,19723
Забайкальский край,386,19754
Забайкальский край,538,19783
Забайкальский край,644,19814
Забайкальский край,352,19844
Забайкальский край,662,19875
Забайкальский край,759,19905
Забайкальский край,773,19936
Забайкальский край,643,19967
Забайкальский край,639,19997
Забайкальский край,,20028
Забайкальский край,,20058
Ивановская область,347,13149
Ивановская область,438,13180
Ивановская область,447,13208
Ивановская область,529,13239
Ивановская область,206,13269
Ивановская область,786,13300
Ивановская область,1062,13330
Ивановская область,1299,13361
Ивановская область,1198,13392
Ивановская область,706,13422
Ивановская область,603,13453
Ивановская область,538,13483
Ивановская область,385,13514
Ивановская область,449,13545
Ивановская область,464,13573
Ивановская область,771,13604
Ивановская область,357,13634
Ивановская область,949,13665
Ивановская область,1189,13695
Ивановская область,1346,13726
Ивановская область,1167,13757
Ивановская область,696,13787
Ивановская область,663,13818
Ивановская область,712,13848
Ивановская область,382,13879
Ивановская область,464,13910
Ивановская область,536,13939
Ивановская область,351,13970
Ивановская область,356,14000
Ивановская область,867,14031
Ивановская область,959,14061
Ивановская область,1537,14092
Ивановская область,979,14123
Ивановская область,683,14153
Ивановская область,625,14184
Ивановская область,508,14214
Ивановская область,405,14245
Ивановская область,619,14276
Ивановская область,368,14304
Ивановская область,630,14335
Ивановская область,272,14365
Ивановская область,757,14396
Ивановская область,1018,14426
Ивановская область,1247,14457
Ивановская область,997,14488
Ивановская область,684,14518
Ивановская область,531,14549
Ивановская область,500,14579
Ивановская область,426,14610
Ивановская область,422,14641
Ивановская область,251,14669
Ивановская область,776,14700
Ивановская область,245,14730
Ивановская область,742,14761
Ивановская область,1186,14791
Ивановская область,1075,14822
Ивановская область,1024,14853
Ивановская область,664,14883
Ивановская область,547,14914
Ивановская область,484,14944
Ивановская область,332,14975
Ивановская область,470,15006
Ивановская область,410,15034
Ивановская область,634,15065
Ивановская область,238,15095
Ивановская область,836,15126
Ивановская область,1143,15156
Ивановская область,1194,15187
Ивановская область,1215,15218
Ивановская область,674,15248
Ивановская область,650,15279
Ивановская область,649,15309
Ивановская область,363,15340
Ивановская область,473,15371
Ивановская область,325,15400
Ивановская область,636,15431
Ивановская область,276,15461
Ивановская область,975,15492
Ивановская область,1045,15522
Ивановская область,1375,15553
Ивановская область,1068,15584
Ивановская область,528,15614
Ивановская область,621,15645
Ивановская область,556,15675
Ивановская область,335,15706
Ивановская область,416,15737
Ивановская область,620,15765
Ивановская область,353,15796
Ивановская область,296,15826
Ивановская область,1101,15857
Ивановская область,1011,15887
Ивановская область,1487,15918
Ивановская область,1058,15949
Ивановская область,642,15979
Ивановская область,566,16010
Ивановская область,499,16040
Ивановская область,380,16071
Ивановская область,546,16102
Ивановская область,416,16130
Ивановская область,570,16161
Ивановская область,358,16191
Ивановская область,880,16222
Ивановская область,1071,16252
Ивановская область,1381,16283
Ивановская область,880,16314
Ивановская область,604,16344
Ивановская область,583,16375
Ивановская область,505,16405
Ивановская область,384,16436
Ивановская область,524,16467
Ивановская область,294,16495
Ивановская область,621,16526
Ивановская область,297,16556
Ивановская область,731,16587
Ивановская область,1064,16617
Ивановская область,1234,16648
Ивановская область,823,16679
Ивановская область,611,16709
Ивановская область,504,16740
Ивановская область,542,16770
Ивановская область,308,16801
Ивановская область,335,16832
Ивановская область,407,16861
Ивановская область,288,16892
Ивановская область,309,16922
Ивановская область,812,16953
Ивановская область,1069,16983
Ивановская область,981,17014
Ивановская область,754,17045
Ивановская область,432,17075
Ивановская область,417,17106
Ивановская область,435,17136
Ивановская область,298,17167
Ивановская область,398,17198
Ивановская область,290,17226
Ивановская область,499,17257
Ивановская область,217,17287
Ивановская область,695,17318
Ивановская область,1096,17348
Ивановская область,1023,17379
Ивановская область,835,17410
Ивановская область,440,17440
Ивановская область,421,17471
Ивановская область,449,17501
Ивановская область,286,17532
Ивановская область,316,17563
Ивановская область,316,17591
Ивановская область,470,17622
Ивановская область,200,17652
Ивановская область,672,17683
Ивановская область,783,17713
Ивановская область,1108,17744
Ивановская область,745,17775
Ивановская область,230,17805
Ивановская область,235,17836
Ивановская область,313,17866
Ивановская область,287,17897
Ивановская область,287,17928
Ивановская область,365,17956
Ивановская область,286,17987
Ивановская область,265,18017
Ивановская область,666,18048
Ивановская область,813,18078
Ивановская область,932,18109
Ивановская область,603,18140
Ивановская область,403,18170
Ивановская область,391,18201
Ивановская область,396,18231
Ивановская область,226,18262
Ивановская область,415,18293
Ивановская область,242,18322
Ивановская область,175,18353
Ивановская область,78,18383
Ивановская область,451,18414
Ивановская область,638,18444
Ивановская область,883,18475
Ивановская область,574,18506
Ивановская область,434,18536
Ивановская область,303,18567
Ивановская область,330,18597
Ивановская область,294,18628
Ивановская область,285,18659
Ивановская область,347,18687
Ивановская область,304,18718
Ивановская область,257,18748
Ивановская область,572,18779
Ивановская область,814,18809
Ивановская область,780,18840
Ивановская область,597,18871
Ивановская область,422,18901
Ивановская область,332,18932
Ивановская область,347,18962
Ивановская область,262,18993
Ивановская область,311,19024
Ивановская область,321,19052
Ивановская область,326,19083
Ивановская область,226,19113
Ивановская область,601,19144
Ивановская область,788,19174
Ивановская область,703,19205
Ивановская область,775,19236
Ивановская область,845,19266
Ивановская область,632,19297
Ивановская область,524,19327
Ивановская область,238,19358
Ивановская область,263,19389
Ивановская область,321,19417
Ивановская область,379,19448
Ивановская область,233,19478
Ивановская область,592,19509
Ивановская область,709,19539
Ивановская область,743,19570
Ивановская область,615,19601
Ивановская область,441,19631
Ивановская область,378,19662
Ивановская область,401,19692
Ивановская область,227,19723
Ивановская область,277,19754
Ивановская область,354,19783
Ивановская область,321,19814
Ивановская область,266,19844
Ивановская область,554,19875
Ивановская область,625,19905
Ивановская область,789,19936
Ивановская область,507,19967
Ивановская область,400,19997
Ивановская область,,20028
Ивановская область,,20058
Иркутская область,942,13149
Иркутская область,957,13180
Иркутская область,1494,13208
Иркутская область,1589,13239
Иркутская область,555,13269
Иркутская область,1981,13300
Иркутская область,2171,13330
Иркутская область,2494,13361
Иркутская область,2135,13392
Иркутская область,1654,13422
Иркутская область,1597,13453
Иркутская область,1806,13483
Иркутская область,992,13514
Иркутская область,1136,13545
Иркутская область,1511,13573
Иркутская область,1773,13604
Иркутская область,636,13634
Иркутская область,2255,13665
